Local Time,Demand
18Jun2023 15:00:00,"25,429"
18Jun2023 16:00:00,"25,926"
18Jun2023 17:00:00,"26,843"
18Jun2023 18:00:00,"27,955"
18Jun2023 19:00:00,"29,725"
18Jun2023 20:00:00,"31,219"
18Jun2023 21:00:00,"32,261"
18Jun2023 22:00:00,"32,410"
18Jun2023 23:00:00,"31,766"
19Jun2023 0:00:00,"30,229"
19Jun2023 1:00:00,"28,369"
19Jun2023 2:00:00,"27,315"
19Jun2023 3:00:00,"26,398"
19Jun2023 4:00:00,"25,482"
19Jun2023 5:00:00,"25,268"
19Jun2023 6:00:00,"25,645"
19Jun2023 7:00:00,"26,412"
19Jun2023 8:00:00,"27,648"
19Jun2023 9:00:00,"28,996"
19Jun2023 10:00:00,"29,703"
19Jun2023 11:00:00,"29,371"
19Jun2023 12:00:00,"28,994"
19Jun2023 13:00:00,"27,952"
19Jun2023 14:00:00,"27,173"
19Jun2023 15:00:00,"27,132"
19Jun2023 16:00:00,"27,240"
19Jun2023 17:00:00,"27,592"
19Jun2023 18:00:00,"29,050"
19Jun2023 19:00:00,"30,378"
19Jun2023 20:00:00,"31,997"
19Jun2023 21:00:00,"32,947"
19Jun2023 22:00:00,"33,627"
19Jun2023 23:00:00,"32,926"
20Jun2023 0:00:00,"30,935"
20Jun2023 1:00:00,"29,249"
20Jun2023 2:00:00,"27,961"
20Jun2023 3:00:00,"26,802"
20Jun2023 4:00:00,"26,245"
20Jun2023 5:00:00,"26,010"
20Jun2023 6:00:00,"26,047"
20Jun2023 7:00:00,"26,894"
20Jun2023 8:00:00,"27,916"
20Jun2023 9:00:00,"28,765"
20Jun2023 10:00:00,"28,510"
20Jun2023 11:00:00,"28,308"
20Jun2023 12:00:00,"27,799"
20Jun2023 13:00:00,"27,346"
20Jun2023 14:00:00,"27,523"
20Jun2023 15:00:00,"27,547"
20Jun2023 16:00:00,"28,107"
20Jun2023 17:00:00,"28,734"
20Jun2023 18:00:00,"29,861"
20Jun2023 19:00:00,"31,105"
20Jun2023 20:00:00,"32,662"
20Jun2023 21:00:00,"33,623"
20Jun2023 22:00:00,"34,023"
20Jun2023 23:00:00,"33,291"
21Jun2023 0:00:00,"31,136"
21Jun2023 1:00:00,"29,196"
21Jun2023 2:00:00,"27,805"
21Jun2023 3:00:00,"26,609"
21Jun2023 4:00:00,"25,883"
21Jun2023 5:00:00,"25,531"
21Jun2023 6:00:00,"25,998"
21Jun2023 7:00:00,"26,900"
21Jun2023 8:00:00,"27,983"
21Jun2023 9:00:00,"29,024"
21Jun2023 10:00:00,"29,150"
21Jun2023 11:00:00,"28,591"
21Jun2023 12:00:00,"28,483"
21Jun2023 13:00:00,"27,752"
21Jun2023 14:00:00,"28,035"
21Jun2023 15:00:00,"28,106"
21Jun2023 16:00:00,"28,455"
21Jun2023 17:00:00,"29,384"
21Jun2023 18:00:00,"30,604"
21Jun2023 19:00:00,"32,194"
21Jun2023 20:00:00,"33,805"
21Jun2023 21:00:00,"34,341"
21Jun2023 22:00:00,"34,490"
21Jun2023 23:00:00,"33,702"
22Jun2023 0:00:00,"31,745"
22Jun2023 1:00:00,"29,676"
22Jun2023 2:00:00,"28,292"
22Jun2023 3:00:00,"27,075"
22Jun2023 4:00:00,"26,215"
22Jun2023 5:00:00,"25,911"
22Jun2023 6:00:00,"26,219"
22Jun2023 7:00:00,"27,011"
22Jun2023 8:00:00,"28,241"
22Jun2023 9:00:00,"28,832"
22Jun2023 10:00:00,"29,441"
22Jun2023 11:00:00,"29,694"
22Jun2023 12:00:00,"28,988"
22Jun2023 13:00:00,"28,309"
22Jun2023 14:00:00,"27,920"
22Jun2023 15:00:00,"27,957"
22Jun2023 16:00:00,"27,942"
22Jun2023 17:00:00,"29,653"
22Jun2023 18:00:00,"29,782"
22Jun2023 19:00:00,"30,597"
22Jun2023 20:00:00,"31,400"
22Jun2023 21:00:00,"32,193"
22Jun2023 22:00:00,"32,957"
22Jun2023 23:00:00,"32,305"
23Jun2023 0:00:00,"30,725"
23Jun2023 1:00:00,"28,948"
23Jun2023 2:00:00,"27,850"
23Jun2023 3:00:00,"26,943"
23Jun2023 4:00:00,"26,616"
23Jun2023 5:00:00,"25,774"
23Jun2023 6:00:00,"25,962"
23Jun2023 7:00:00,"26,643"
23Jun2023 8:00:00,"27,549"
23Jun2023 9:00:00,"28,158"
23Jun2023 10:00:00,"29,018"
23Jun2023 11:00:00,"28,677"
23Jun2023 12:00:00,"28,473"
23Jun2023 13:00:00,"27,720"
23Jun2023 14:00:00,"26,717"
23Jun2023 15:00:00,"26,743"
23Jun2023 16:00:00,"26,637"
23Jun2023 17:00:00,"27,554"
23Jun2023 18:00:00,"28,760"
23Jun2023 19:00:00,"30,290"
23Jun2023 20:00:00,"31,537"
23Jun2023 21:00:00,"32,347"
23Jun2023 22:00:00,"32,714"
23Jun2023 23:00:00,"32,116"
24Jun2023 0:00:00,"30,502"
24Jun2023 1:00:00,"28,928"
24Jun2023 2:00:00,"27,764"
24Jun2023 3:00:00,"26,520"
24Jun2023 4:00:00,"25,671"
24Jun2023 5:00:00,"25,152"
24Jun2023 6:00:00,"24,938"
24Jun2023 7:00:00,"24,951"
24Jun2023 8:00:00,"24,967"
24Jun2023 9:00:00,"25,400"
24Jun2023 10:00:00,"26,541"
24Jun2023 11:00:00,"25,943"
24Jun2023 12:00:00,"25,430"
24Jun2023 13:00:00,"24,459"
24Jun2023 14:00:00,"24,050"
24Jun2023 15:00:00,"23,870"
24Jun2023 16:00:00,"24,141"
24Jun2023 17:00:00,"24,941"
24Jun2023 18:00:00,"26,675"
24Jun2023 19:00:00,"28,427"
24Jun2023 20:00:00,"30,256"
24Jun2023 21:00:00,"31,390"
24Jun2023 22:00:00,"31,718"
24Jun2023 23:00:00,"31,251"
25Jun2023 0:00:00,"29,918"
25Jun2023 1:00:00,"28,278"
25Jun2023 2:00:00,"27,125"
25Jun2023 3:00:00,"25,843"
25Jun2023 4:00:00,"24,867"
25Jun2023 5:00:00,"24,347"
25Jun2023 6:00:00,"24,098"
25Jun2023 7:00:00,"23,998"
25Jun2023 8:00:00,"23,905"
25Jun2023 9:00:00,"23,798"
25Jun2023 10:00:00,"24,479"
25Jun2023 11:00:00,"24,121"
25Jun2023 12:00:00,"23,475"
25Jun2023 13:00:00,"22,908"
25Jun2023 14:00:00,"22,642"
25Jun2023 15:00:00,"22,578"
25Jun2023 16:00:00,"23,136"
25Jun2023 17:00:00,"24,238"
25Jun2023 18:00:00,"26,329"
25Jun2023 19:00:00,"28,285"
25Jun2023 20:00:00,"30,490"
25Jun2023 21:00:00,"31,612"
25Jun2023 22:00:00,"31,990"
25Jun2023 23:00:00,"31,331"
26Jun2023 0:00:00,"29,892"
26Jun2023 1:00:00,"27,916"
26Jun2023 2:00:00,"27,086"
26Jun2023 3:00:00,"26,035"
26Jun2023 4:00:00,"25,350"
26Jun2023 5:00:00,"24,993"
26Jun2023 6:00:00,"25,217"
26Jun2023 7:00:00,"26,150"
26Jun2023 8:00:00,"27,631"
26Jun2023 9:00:00,"28,568"
26Jun2023 10:00:00,"28,769"
26Jun2023 11:00:00,"28,586"
26Jun2023 12:00:00,"27,877"
26Jun2023 13:00:00,"27,871"
26Jun2023 14:00:00,"28,179"
26Jun2023 15:00:00,"28,801"
26Jun2023 16:00:00,"29,539"
26Jun2023 17:00:00,"30,620"
26Jun2023 18:00:00,"32,091"
26Jun2023 19:00:00,"32,859"
26Jun2023 20:00:00,"33,847"
26Jun2023 21:00:00,"34,402"
26Jun2023 22:00:00,"34,447"
26Jun2023 23:00:00,"33,676"
27Jun2023 0:00:00,"31,491"
27Jun2023 1:00:00,"29,789"
27Jun2023 2:00:00,"28,546"
27Jun2023 3:00:00,"27,331"
27Jun2023 4:00:00,"26,307"
27Jun2023 5:00:00,"26,035"
27Jun2023 6:00:00,"26,324"
27Jun2023 7:00:00,"27,155"
27Jun2023 8:00:00,"28,227"
27Jun2023 9:00:00,"29,074"
27Jun2023 10:00:00,"29,631"
27Jun2023 11:00:00,"29,535"
27Jun2023 12:00:00,"29,135"
27Jun2023 13:00:00,"29,005"
27Jun2023 14:00:00,"28,771"
27Jun2023 15:00:00,"29,033"
27Jun2023 16:00:00,"29,828"
27Jun2023 17:00:00,"31,294"
27Jun2023 18:00:00,"32,907"
27Jun2023 19:00:00,"34,036"
27Jun2023 20:00:00,"35,083"
27Jun2023 21:00:00,"35,702"
27Jun2023 22:00:00,"35,694"
27Jun2023 23:00:00,"34,745"
28Jun2023 0:00:00,"32,894"
28Jun2023 1:00:00,"30,529"
28Jun2023 2:00:00,"28,975"
28Jun2023 3:00:00,"27,594"
28Jun2023 4:00:00,"26,697"
28Jun2023 5:00:00,"26,210"
28Jun2023 6:00:00,"26,573"
28Jun2023 7:00:00,"27,480"
28Jun2023 8:00:00,"28,607"
28Jun2023 9:00:00,"29,839"
28Jun2023 10:00:00,"30,962"
28Jun2023 11:00:00,"30,957"
28Jun2023 12:00:00,"31,186"
28Jun2023 13:00:00,"29,527"
28Jun2023 14:00:00,"30,077"
28Jun2023 15:00:00,"30,791"
28Jun2023 16:00:00,"31,672"
28Jun2023 17:00:00,"31,793"
28Jun2023 18:00:00,"33,250"
28Jun2023 19:00:00,"34,338"
28Jun2023 20:00:00,"35,599"
28Jun2023 21:00:00,"36,243"
28Jun2023 22:00:00,"36,192"
28Jun2023 23:00:00,"35,074"
29Jun2023 0:00:00,"33,056"
29Jun2023 1:00:00,"30,785"
29Jun2023 2:00:00,"29,375"
29Jun2023 3:00:00,"28,379"
29Jun2023 4:00:00,"27,650"
29Jun2023 5:00:00,"26,985"
29Jun2023 6:00:00,"26,889"
29Jun2023 7:00:00,"27,704"
29Jun2023 8:00:00,"28,942"
29Jun2023 9:00:00,"30,060"
29Jun2023 10:00:00,"31,181"
29Jun2023 11:00:00,"31,120"
29Jun2023 12:00:00,"30,554"
29Jun2023 13:00:00,"29,974"
29Jun2023 14:00:00,"30,651"
29Jun2023 15:00:00,"31,715"
29Jun2023 16:00:00,"33,607"
29Jun2023 17:00:00,"35,246"
29Jun2023 18:00:00,"37,205"
29Jun2023 19:00:00,"39,021"
29Jun2023 20:00:00,"39,913"
29Jun2023 21:00:00,"40,042"
29Jun2023 22:00:00,"39,387"
29Jun2023 23:00:00,"38,189"
30Jun2023 0:00:00,"35,767"
30Jun2023 1:00:00,"32,987"
30Jun2023 2:00:00,"31,040"
30Jun2023 3:00:00,"29,892"
30Jun2023 4:00:00,"28,915"
30Jun2023 5:00:00,"28,607"
30Jun2023 6:00:00,"27,800"
30Jun2023 7:00:00,"28,497"
30Jun2023 8:00:00,"29,771"
30Jun2023 9:00:00,"31,607"
30Jun2023 10:00:00,"33,350"
30Jun2023 11:00:00,"33,670"
30Jun2023 12:00:00,"33,550"
30Jun2023 13:00:00,"33,686"
30Jun2023 14:00:00,"35,208"
30Jun2023 15:00:00,"36,514"
30Jun2023 16:00:00,"38,353"
30Jun2023 17:00:00,"40,608"
30Jun2023 18:00:00,"42,158"
30Jun2023 19:00:00,"43,399"
30Jun2023 20:00:00,"43,820"
30Jun2023 21:00:00,"43,325"
30Jun2023 22:00:00,"42,226"
30Jun2023 23:00:00,"40,907"
01Jul2023 0:00:00,"37,996"
01Jul2023 1:00:00,"35,100"
01Jul2023 2:00:00,"32,869"
01Jul2023 3:00:00,"31,196"
01Jul2023 4:00:00,"29,636"
01Jul2023 5:00:00,"28,539"
01Jul2023 6:00:00,"27,707"
01Jul2023 7:00:00,"27,665"
01Jul2023 8:00:00,"27,979"
01Jul2023 9:00:00,"29,407"
01Jul2023 10:00:00,"31,031"
01Jul2023 11:00:00,"31,848"
01Jul2023 12:00:00,"32,460"
01Jul2023 13:00:00,"33,092"
01Jul2023 14:00:00,"34,153"
01Jul2023 15:00:00,"36,116"
01Jul2023 16:00:00,"38,143"
01Jul2023 17:00:00,"40,425"
01Jul2023 18:00:00,"41,929"
01Jul2023 19:00:00,"43,562"
01Jul2023 20:00:00,"44,451"
01Jul2023 21:00:00,"43,966"
01Jul2023 22:00:00,"42,582"
01Jul2023 23:00:00,"40,672"
02Jul2023 0:00:00,"38,102"
02Jul2023 1:00:00,"35,157"
02Jul2023 2:00:00,"32,965"
02Jul2023 3:00:00,"30,963"
02Jul2023 4:00:00,"29,470"
02Jul2023 5:00:00,"28,189"
02Jul2023 6:00:00,"27,551"
02Jul2023 7:00:00,"27,387"
02Jul2023 8:00:00,"27,414"
02Jul2023 9:00:00,"28,932"
02Jul2023 10:00:00,"30,522"
02Jul2023 11:00:00,"30,960"
02Jul2023 12:00:00,"31,273"
02Jul2023 13:00:00,"32,315"
02Jul2023 14:00:00,"33,576"
02Jul2023 15:00:00,"35,329"
02Jul2023 16:00:00,"37,486"
02Jul2023 17:00:00,"39,462"
02Jul2023 18:00:00,"41,086"
02Jul2023 19:00:00,"42,574"
02Jul2023 20:00:00,"43,461"
02Jul2023 21:00:00,"43,046"
02Jul2023 22:00:00,"41,813"
02Jul2023 23:00:00,"40,367"
03Jul2023 0:00:00,"37,376"
03Jul2023 1:00:00,"34,295"
03Jul2023 2:00:00,"31,954"
03Jul2023 3:00:00,"30,277"
03Jul2023 4:00:00,"29,293"
03Jul2023 5:00:00,"28,488"
03Jul2023 6:00:00,"28,220"
03Jul2023 7:00:00,"28,542"
03Jul2023 8:00:00,"29,452"
03Jul2023 9:00:00,"31,838"
03Jul2023 10:00:00,"33,523"
03Jul2023 11:00:00,"33,814"
03Jul2023 12:00:00,"34,600"
03Jul2023 13:00:00,"35,191"
03Jul2023 14:00:00,"35,760"
03Jul2023 15:00:00,"36,554"
03Jul2023 16:00:00,"38,153"
03Jul2023 17:00:00,"40,052"
03Jul2023 18:00:00,"41,536"
03Jul2023 19:00:00,"42,288"
03Jul2023 20:00:00,"42,545"
03Jul2023 21:00:00,"41,423"
03Jul2023 22:00:00,"39,940"
03Jul2023 23:00:00,"38,136"
04Jul2023 0:00:00,"35,878"
04Jul2023 1:00:00,"33,256"
04Jul2023 2:00:00,"30,912"
04Jul2023 3:00:00,"29,100"
04Jul2023 4:00:00,"27,802"
04Jul2023 5:00:00,"27,075"
04Jul2023 6:00:00,"26,596"
04Jul2023 7:00:00,"26,529"
04Jul2023 8:00:00,"27,137"
04Jul2023 9:00:00,"27,618"
04Jul2023 10:00:00,"28,857"
04Jul2023 11:00:00,"28,287"
04Jul2023 12:00:00,"28,054"
04Jul2023 13:00:00,"27,870"
04Jul2023 14:00:00,"28,378"
04Jul2023 15:00:00,"29,594"
04Jul2023 16:00:00,"31,187"
04Jul2023 17:00:00,"32,980"
04Jul2023 18:00:00,"34,346"
04Jul2023 19:00:00,"35,951"
04Jul2023 20:00:00,"36,800"
04Jul2023 21:00:00,"36,423"
04Jul2023 22:00:00,"35,500"
04Jul2023 23:00:00,"34,196"
05Jul2023 0:00:00,"32,744"
05Jul2023 1:00:00,"30,953"
05Jul2023 2:00:00,"29,235"
05Jul2023 3:00:00,"27,807"
05Jul2023 4:00:00,"27,329"
05Jul2023 5:00:00,"26,940"
05Jul2023 6:00:00,"27,119"
05Jul2023 7:00:00,"27,349"
05Jul2023 8:00:00,"28,464"
05Jul2023 9:00:00,"29,687"
05Jul2023 10:00:00,"30,625"
05Jul2023 11:00:00,"30,659"
05Jul2023 12:00:00,"30,722"
05Jul2023 13:00:00,"30,811"
05Jul2023 14:00:00,"31,433"
05Jul2023 15:00:00,"32,515"
05Jul2023 16:00:00,"34,080"
05Jul2023 17:00:00,"35,779"
05Jul2023 18:00:00,"37,649"
05Jul2023 19:00:00,"38,702"
05Jul2023 20:00:00,"39,316"
05Jul2023 21:00:00,"38,941"
05Jul2023 22:00:00,"38,033"
05Jul2023 23:00:00,"36,745"
06Jul2023 0:00:00,"34,251"
06Jul2023 1:00:00,"31,776"
06Jul2023 2:00:00,"29,901"
06Jul2023 3:00:00,"28,522"
06Jul2023 4:00:00,"27,286"
06Jul2023 5:00:00,"26,670"
06Jul2023 6:00:00,"27,085"
06Jul2023 7:00:00,"27,838"
06Jul2023 8:00:00,"28,766"
06Jul2023 9:00:00,"30,463"
06Jul2023 10:00:00,"31,223"
06Jul2023 11:00:00,"31,515"
06Jul2023 12:00:00,"31,967"
06Jul2023 13:00:00,"31,143"
06Jul2023 14:00:00,"31,109"
06Jul2023 15:00:00,"31,377"
06Jul2023 16:00:00,"32,246"
06Jul2023 17:00:00,"33,437"
06Jul2023 18:00:00,"35,326"
06Jul2023 19:00:00,"36,722"
06Jul2023 20:00:00,"37,472"
06Jul2023 21:00:00,"37,549"
06Jul2023 22:00:00,"37,111"
06Jul2023 23:00:00,"35,935"
07Jul2023 0:00:00,"33,616"
07Jul2023 1:00:00,"31,596"
07Jul2023 2:00:00,"29,778"
07Jul2023 3:00:00,"28,505"
07Jul2023 4:00:00,"27,508"
07Jul2023 5:00:00,"27,072"
07Jul2023 6:00:00,"27,152"
07Jul2023 7:00:00,"27,783"
07Jul2023 8:00:00,"29,078"
07Jul2023 9:00:00,"30,728"
07Jul2023 10:00:00,"31,334"
07Jul2023 11:00:00,"30,985"
07Jul2023 12:00:00,"30,729"
07Jul2023 13:00:00,"30,420"
07Jul2023 14:00:00,"30,343"
07Jul2023 15:00:00,"30,303"
07Jul2023 16:00:00,"30,663"
07Jul2023 17:00:00,"32,294"
07Jul2023 18:00:00,"34,080"
07Jul2023 19:00:00,"35,644"
07Jul2023 20:00:00,"36,474"
07Jul2023 21:00:00,"36,596"
07Jul2023 22:00:00,"36,323"
07Jul2023 23:00:00,"35,391"
08Jul2023 0:00:00,"33,528"
08Jul2023 1:00:00,"31,513"
08Jul2023 2:00:00,"29,838"
08Jul2023 3:00:00,"28,403"
08Jul2023 4:00:00,"27,249"
08Jul2023 5:00:00,"26,683"
08Jul2023 6:00:00,"26,480"
08Jul2023 7:00:00,"26,542"
08Jul2023 8:00:00,"26,405"
08Jul2023 9:00:00,"27,223"
08Jul2023 10:00:00,"27,690"
08Jul2023 11:00:00,"27,206"
08Jul2023 12:00:00,"26,806"
08Jul2023 13:00:00,"26,433"
08Jul2023 14:00:00,"26,514"
08Jul2023 15:00:00,"26,715"
08Jul2023 16:00:00,"27,674"
08Jul2023 17:00:00,"29,275"
08Jul2023 18:00:00,"30,980"
08Jul2023 19:00:00,"32,822"
08Jul2023 20:00:00,"34,232"
08Jul2023 21:00:00,"34,756"
08Jul2023 22:00:00,"34,675"
08Jul2023 23:00:00,"33,895"
09Jul2023 0:00:00,"31,965"
09Jul2023 1:00:00,"29,987"
09Jul2023 2:00:00,"28,674"
09Jul2023 3:00:00,"27,502"
09Jul2023 4:00:00,"26,738"
09Jul2023 5:00:00,"25,918"
09Jul2023 6:00:00,"25,208"
09Jul2023 7:00:00,"25,136"
09Jul2023 8:00:00,"25,206"
09Jul2023 9:00:00,"25,733"
09Jul2023 10:00:00,"26,452"
09Jul2023 11:00:00,"25,754"
09Jul2023 12:00:00,"25,806"
09Jul2023 13:00:00,"24,998"
09Jul2023 14:00:00,"24,621"
09Jul2023 15:00:00,"24,897"
09Jul2023 16:00:00,"25,833"
09Jul2023 17:00:00,"27,787"
09Jul2023 18:00:00,"29,926"
09Jul2023 19:00:00,"31,932"
09Jul2023 20:00:00,"33,800"
09Jul2023 21:00:00,"34,590"
09Jul2023 22:00:00,"34,587"
09Jul2023 23:00:00,"33,972"
10Jul2023 0:00:00,"32,075"
10Jul2023 1:00:00,"29,878"
10Jul2023 2:00:00,"28,535"
10Jul2023 3:00:00,"27,481"
10Jul2023 4:00:00,"26,798"
10Jul2023 5:00:00,"26,548"
10Jul2023 6:00:00,"26,363"
10Jul2023 7:00:00,"27,178"
10Jul2023 8:00:00,"28,455"
10Jul2023 9:00:00,"30,084"
10Jul2023 10:00:00,"31,783"
10Jul2023 11:00:00,"31,626"
10Jul2023 12:00:00,"31,251"
10Jul2023 13:00:00,"30,920"
10Jul2023 14:00:00,"30,993"
10Jul2023 15:00:00,"32,112"
10Jul2023 16:00:00,"33,599"
10Jul2023 17:00:00,"35,523"
10Jul2023 18:00:00,"37,569"
10Jul2023 19:00:00,"39,448"
10Jul2023 20:00:00,"40,644"
10Jul2023 21:00:00,"40,911"
10Jul2023 22:00:00,"40,022"
10Jul2023 23:00:00,"38,506"
11Jul2023 0:00:00,"35,856"
11Jul2023 1:00:00,"33,272"
11Jul2023 2:00:00,"31,414"
11Jul2023 3:00:00,"30,041"
11Jul2023 4:00:00,"29,145"
11Jul2023 5:00:00,"28,627"
11Jul2023 6:00:00,"27,954"
11Jul2023 7:00:00,"28,686"
11Jul2023 8:00:00,"29,712"
11Jul2023 9:00:00,"31,370"
11Jul2023 10:00:00,"32,306"
11Jul2023 11:00:00,"32,601"
11Jul2023 12:00:00,"33,105"
11Jul2023 13:00:00,"33,747"
11Jul2023 14:00:00,"34,889"
11Jul2023 15:00:00,"36,583"
11Jul2023 16:00:00,"38,384"
11Jul2023 17:00:00,"40,700"
11Jul2023 18:00:00,"42,749"
11Jul2023 19:00:00,"44,088"
11Jul2023 20:00:00,"44,952"
11Jul2023 21:00:00,"44,583"
11Jul2023 22:00:00,"43,357"
11Jul2023 23:00:00,"41,446"
12Jul2023 0:00:00,"38,640"
12Jul2023 1:00:00,"35,655"
12Jul2023 2:00:00,"33,407"
12Jul2023 3:00:00,"31,588"
12Jul2023 4:00:00,"30,458"
12Jul2023 5:00:00,"29,605"
12Jul2023 6:00:00,"29,382"
12Jul2023 7:00:00,"30,008"
12Jul2023 8:00:00,"30,872"
12Jul2023 9:00:00,"33,210"
12Jul2023 10:00:00,"34,455"
12Jul2023 11:00:00,"35,238"
12Jul2023 12:00:00,"35,966"
12Jul2023 13:00:00,"36,495"
12Jul2023 14:00:00,"37,826"
12Jul2023 15:00:00,"39,441"
12Jul2023 16:00:00,"40,561"
12Jul2023 17:00:00,"42,750"
12Jul2023 18:00:00,"44,389"
12Jul2023 19:00:00,"45,348"
12Jul2023 20:00:00,"45,717"
12Jul2023 21:00:00,"45,092"
12Jul2023 22:00:00,"43,646"
12Jul2023 23:00:00,"41,629"
13Jul2023 0:00:00,"38,750"
13Jul2023 1:00:00,"35,684"
13Jul2023 2:00:00,"33,437"
13Jul2023 3:00:00,"31,561"
13Jul2023 4:00:00,"30,142"
13Jul2023 5:00:00,"29,648"
13Jul2023 6:00:00,"29,318"
13Jul2023 7:00:00,"29,857"
13Jul2023 8:00:00,"31,021"
13Jul2023 9:00:00,"33,062"
13Jul2023 10:00:00,"34,575"
13Jul2023 11:00:00,"35,028"
13Jul2023 12:00:00,"36,298"
13Jul2023 13:00:00,"37,571"
13Jul2023 14:00:00,"38,103"
13Jul2023 15:00:00,"39,766"
13Jul2023 16:00:00,"41,632"
13Jul2023 17:00:00,"43,584"
13Jul2023 18:00:00,"44,929"
13Jul2023 19:00:00,"46,139"
13Jul2023 20:00:00,"46,574"
13Jul2023 21:00:00,"45,892"
13Jul2023 22:00:00,"44,491"
13Jul2023 23:00:00,"42,783"
14Jul2023 0:00:00,"39,606"
14Jul2023 1:00:00,"36,434"
14Jul2023 2:00:00,"33,779"
14Jul2023 3:00:00,"32,059"
14Jul2023 4:00:00,"31,208"
14Jul2023 5:00:00,"30,553"
14Jul2023 6:00:00,"30,280"
14Jul2023 7:00:00,"30,492"
14Jul2023 8:00:00,"31,620"
14Jul2023 9:00:00,"33,771"
14Jul2023 10:00:00,"34,969"
14Jul2023 11:00:00,"35,659"
14Jul2023 12:00:00,"36,403"
14Jul2023 13:00:00,"37,700"
14Jul2023 14:00:00,"39,172"
14Jul2023 15:00:00,"41,107"
14Jul2023 16:00:00,"43,117"
14Jul2023 17:00:00,"45,637"
14Jul2023 18:00:00,"47,303"
14Jul2023 19:00:00,"48,467"
14Jul2023 20:00:00,"48,856"
14Jul2023 21:00:00,"47,895"
14Jul2023 22:00:00,"46,114"
14Jul2023 23:00:00,"43,717"
15Jul2023 0:00:00,"40,668"
15Jul2023 1:00:00,"37,669"
15Jul2023 2:00:00,"35,017"
15Jul2023 3:00:00,"32,845"
15Jul2023 4:00:00,"31,073"
15Jul2023 5:00:00,"30,050"
15Jul2023 6:00:00,"29,222"
15Jul2023 7:00:00,"29,393"
15Jul2023 8:00:00,"29,670"
15Jul2023 9:00:00,"32,043"
15Jul2023 10:00:00,"34,310"
15Jul2023 11:00:00,"34,969"
15Jul2023 12:00:00,"35,502"
15Jul2023 13:00:00,"36,009"
15Jul2023 14:00:00,"37,178"
15Jul2023 15:00:00,"39,126"
15Jul2023 16:00:00,"40,996"
15Jul2023 17:00:00,"43,499"
15Jul2023 18:00:00,"45,332"
15Jul2023 19:00:00,"47,015"
15Jul2023 20:00:00,"47,754"
15Jul2023 21:00:00,"47,195"
15Jul2023 22:00:00,"45,643"
15Jul2023 23:00:00,"43,423"
16Jul2023 0:00:00,"40,370"
16Jul2023 1:00:00,"37,363"
16Jul2023 2:00:00,"35,002"
16Jul2023 3:00:00,"33,054"
16Jul2023 4:00:00,"31,291"
16Jul2023 5:00:00,"30,339"
16Jul2023 6:00:00,"29,497"
16Jul2023 7:00:00,"29,051"
16Jul2023 8:00:00,"29,095"
16Jul2023 9:00:00,"31,328"
16Jul2023 10:00:00,"33,174"
16Jul2023 11:00:00,"34,218"
16Jul2023 12:00:00,"35,228"
16Jul2023 13:00:00,"36,602"
16Jul2023 14:00:00,"38,604"
16Jul2023 15:00:00,"40,637"
16Jul2023 16:00:00,"42,340"
16Jul2023 17:00:00,"44,366"
16Jul2023 18:00:00,"45,977"
16Jul2023 19:00:00,"47,423"
16Jul2023 20:00:00,"48,019"
16Jul2023 21:00:00,"47,412"
16Jul2023 22:00:00,"46,258"
16Jul2023 23:00:00,"44,083"
17Jul2023 0:00:00,"40,981"
17Jul2023 1:00:00,"38,003"
17Jul2023 2:00:00,"35,909"
17Jul2023 3:00:00,"34,315"
17Jul2023 4:00:00,"32,842"
17Jul2023 5:00:00,"32,331"
17Jul2023 6:00:00,"32,077"
17Jul2023 7:00:00,"32,771"
17Jul2023 8:00:00,"34,453"
17Jul2023 9:00:00,"37,086"
17Jul2023 10:00:00,"38,849"
17Jul2023 11:00:00,"39,701"
17Jul2023 12:00:00,"40,819"
17Jul2023 13:00:00,"42,135"
17Jul2023 14:00:00,"43,978"
17Jul2023 15:00:00,"46,235"
17Jul2023 16:00:00,"48,629"
17Jul2023 17:00:00,"50,748"
17Jul2023 18:00:00,"51,849"
17Jul2023 19:00:00,"52,019"
17Jul2023 20:00:00,"51,538"
17Jul2023 21:00:00,"50,188"
17Jul2023 22:00:00,"48,156"
17Jul2023 23:00:00,"45,742"
18Jul2023 0:00:00,"42,301"
18Jul2023 1:00:00,"38,916"
18Jul2023 2:00:00,"36,157"
18Jul2023 3:00:00,"33,972"
18Jul2023 4:00:00,"32,534"
18Jul2023 5:00:00,"31,800"
18Jul2023 6:00:00,"31,506"
18Jul2023 7:00:00,"32,026"
18Jul2023 8:00:00,"33,328"
18Jul2023 9:00:00,"35,690"
18Jul2023 10:00:00,"37,915"
18Jul2023 11:00:00,"38,824"
18Jul2023 12:00:00,"39,729"
18Jul2023 13:00:00,"40,440"
18Jul2023 14:00:00,"41,839"
18Jul2023 15:00:00,"44,004"
18Jul2023 16:00:00,"46,030"
18Jul2023 17:00:00,"47,946"
18Jul2023 18:00:00,"49,073"
18Jul2023 19:00:00,"49,365"
18Jul2023 20:00:00,"49,001"
18Jul2023 21:00:00,"47,720"
18Jul2023 22:00:00,"45,971"
18Jul2023 23:00:00,"43,748"
19Jul2023 0:00:00,"40,270"
19Jul2023 1:00:00,"37,271"
19Jul2023 2:00:00,"34,702"
19Jul2023 3:00:00,"32,942"
19Jul2023 4:00:00,"31,776"
19Jul2023 5:00:00,"31,267"
19Jul2023 6:00:00,"30,985"
