Local Time,Demand
17Mar2023 13:00:00,"25,637"
17Mar2023 14:00:00,"24,068"
17Mar2023 15:00:00,"23,257"
17Mar2023 16:00:00,"23,210"
17Mar2023 17:00:00,"23,866"
17Mar2023 18:00:00,"25,226"
17Mar2023 19:00:00,"26,675"
17Mar2023 20:00:00,"28,442"
17Mar2023 21:00:00,"30,008"
17Mar2023 22:00:00,"29,826"
17Mar2023 23:00:00,"29,078"
18Mar2023 0:00:00,"28,055"
18Mar2023 1:00:00,"26,622"
18Mar2023 2:00:00,"25,773"
18Mar2023 3:00:00,"24,937"
18Mar2023 4:00:00,"24,538"
18Mar2023 5:00:00,"24,273"
18Mar2023 6:00:00,"24,402"
18Mar2023 7:00:00,"24,930"
18Mar2023 8:00:00,"25,911"
18Mar2023 9:00:00,"26,497"
18Mar2023 10:00:00,"26,087"
18Mar2023 11:00:00,"24,623"
18Mar2023 12:00:00,"23,538"
18Mar2023 13:00:00,"22,475"
18Mar2023 14:00:00,"22,060"
18Mar2023 15:00:00,"21,980"
18Mar2023 16:00:00,"22,358"
18Mar2023 17:00:00,"23,494"
18Mar2023 18:00:00,"24,532"
18Mar2023 19:00:00,"26,016"
18Mar2023 20:00:00,"27,584"
18Mar2023 21:00:00,"28,830"
18Mar2023 22:00:00,"28,740"
18Mar2023 23:00:00,"28,148"
19Mar2023 0:00:00,"26,910"
19Mar2023 1:00:00,"25,677"
19Mar2023 2:00:00,"24,933"
19Mar2023 3:00:00,"24,108"
19Mar2023 4:00:00,"23,514"
19Mar2023 5:00:00,"23,259"
19Mar2023 6:00:00,"23,344"
19Mar2023 7:00:00,"23,329"
19Mar2023 8:00:00,"24,091"
19Mar2023 9:00:00,"24,869"
19Mar2023 10:00:00,"25,530"
19Mar2023 11:00:00,"25,878"
19Mar2023 12:00:00,"26,185"
19Mar2023 13:00:00,"26,359"
19Mar2023 14:00:00,"26,669"
19Mar2023 15:00:00,"26,436"
19Mar2023 16:00:00,"26,249"
19Mar2023 17:00:00,"25,965"
19Mar2023 18:00:00,"26,299"
19Mar2023 19:00:00,"27,957"
19Mar2023 20:00:00,"28,852"
19Mar2023 21:00:00,"29,995"
19Mar2023 22:00:00,"29,877"
19Mar2023 23:00:00,"28,996"
20Mar2023 0:00:00,"27,480"
20Mar2023 1:00:00,"26,097"
20Mar2023 2:00:00,"25,179"
20Mar2023 3:00:00,"24,462"
20Mar2023 4:00:00,"24,144"
20Mar2023 5:00:00,"24,606"
20Mar2023 6:00:00,"25,112"
20Mar2023 7:00:00,"26,410"
20Mar2023 8:00:00,"28,718"
20Mar2023 9:00:00,"30,363"
20Mar2023 10:00:00,"30,195"
20Mar2023 11:00:00,"30,225"
20Mar2023 12:00:00,"29,135"
20Mar2023 13:00:00,"28,621"
20Mar2023 14:00:00,"28,315"
20Mar2023 15:00:00,"27,100"
20Mar2023 16:00:00,"26,470"
20Mar2023 17:00:00,"26,112"
20Mar2023 18:00:00,"26,186"
20Mar2023 19:00:00,"28,328"
20Mar2023 20:00:00,"30,125"
20Mar2023 21:00:00,"31,533"
20Mar2023 22:00:00,"31,134"
20Mar2023 23:00:00,"30,178"
21Mar2023 0:00:00,"28,588"
21Mar2023 1:00:00,"27,076"
21Mar2023 2:00:00,"26,262"
21Mar2023 3:00:00,"25,756"
21Mar2023 4:00:00,"25,104"
21Mar2023 5:00:00,"25,013"
21Mar2023 6:00:00,"25,365"
21Mar2023 7:00:00,"26,953"
21Mar2023 8:00:00,"29,479"
21Mar2023 9:00:00,"31,903"
21Mar2023 10:00:00,"32,906"
21Mar2023 11:00:00,"33,226"
21Mar2023 12:00:00,"32,633"
21Mar2023 13:00:00,"31,995"
21Mar2023 14:00:00,"30,222"
21Mar2023 15:00:00,"28,917"
21Mar2023 16:00:00,"29,888"
21Mar2023 17:00:00,"30,492"
21Mar2023 18:00:00,"31,028"
21Mar2023 19:00:00,"31,886"
21Mar2023 20:00:00,"32,691"
21Mar2023 21:00:00,"33,431"
21Mar2023 22:00:00,"32,883"
21Mar2023 23:00:00,"31,618"
22Mar2023 0:00:00,"29,950"
22Mar2023 1:00:00,"28,237"
22Mar2023 2:00:00,"27,185"
22Mar2023 3:00:00,"26,690"
22Mar2023 4:00:00,"26,383"
22Mar2023 5:00:00,"26,441"
22Mar2023 6:00:00,"26,660"
22Mar2023 7:00:00,"28,061"
22Mar2023 8:00:00,"30,473"
22Mar2023 9:00:00,"31,945"
22Mar2023 10:00:00,"32,335"
22Mar2023 11:00:00,"31,869"
22Mar2023 12:00:00,"30,889"
22Mar2023 13:00:00,"30,196"
22Mar2023 14:00:00,"30,188"
22Mar2023 15:00:00,"28,955"
22Mar2023 16:00:00,"28,326"
22Mar2023 17:00:00,"27,701"
22Mar2023 18:00:00,"28,343"
22Mar2023 19:00:00,"29,688"
22Mar2023 20:00:00,"31,367"
22Mar2023 21:00:00,"32,794"
22Mar2023 22:00:00,"32,500"
22Mar2023 23:00:00,"31,375"
23Mar2023 0:00:00,"29,855"
23Mar2023 1:00:00,"28,237"
23Mar2023 2:00:00,"27,170"
23Mar2023 3:00:00,"26,380"
23Mar2023 4:00:00,"26,236"
23Mar2023 5:00:00,"26,303"
23Mar2023 6:00:00,"26,602"
23Mar2023 7:00:00,"28,098"
23Mar2023 8:00:00,"30,624"
23Mar2023 9:00:00,"32,041"
23Mar2023 10:00:00,"32,026"
23Mar2023 11:00:00,"31,451"
23Mar2023 12:00:00,"30,271"
23Mar2023 13:00:00,"29,948"
23Mar2023 14:00:00,"28,992"
23Mar2023 15:00:00,"28,287"
23Mar2023 16:00:00,"27,393"
23Mar2023 17:00:00,"27,460"
23Mar2023 18:00:00,"27,563"
23Mar2023 19:00:00,"28,613"
23Mar2023 20:00:00,"31,026"
23Mar2023 21:00:00,"32,968"
23Mar2023 22:00:00,"32,862"
23Mar2023 23:00:00,"31,889"
24Mar2023 0:00:00,"30,489"
24Mar2023 1:00:00,"28,757"
24Mar2023 2:00:00,"27,795"
24Mar2023 3:00:00,"26,899"
24Mar2023 4:00:00,"26,785"
24Mar2023 5:00:00,"26,509"
24Mar2023 6:00:00,"26,735"
24Mar2023 7:00:00,"28,510"
24Mar2023 8:00:00,"31,007"
24Mar2023 9:00:00,"32,154"
24Mar2023 10:00:00,"31,242"
24Mar2023 11:00:00,"29,187"
24Mar2023 12:00:00,"27,909"
24Mar2023 13:00:00,"26,259"
24Mar2023 14:00:00,"24,963"
24Mar2023 15:00:00,"23,695"
24Mar2023 16:00:00,"23,056"
24Mar2023 17:00:00,"23,399"
24Mar2023 18:00:00,"24,476"
24Mar2023 19:00:00,"26,580"
24Mar2023 20:00:00,"29,352"
24Mar2023 21:00:00,"31,542"
24Mar2023 22:00:00,"31,746"
24Mar2023 23:00:00,"31,118"
25Mar2023 0:00:00,"30,012"
25Mar2023 1:00:00,"28,675"
25Mar2023 2:00:00,"27,774"
25Mar2023 3:00:00,"26,796"
25Mar2023 4:00:00,"26,226"
25Mar2023 5:00:00,"26,016"
25Mar2023 6:00:00,"25,925"
25Mar2023 7:00:00,"26,484"
25Mar2023 8:00:00,"27,597"
25Mar2023 9:00:00,"28,040"
25Mar2023 10:00:00,"27,026"
25Mar2023 11:00:00,"25,732"
25Mar2023 12:00:00,"23,941"
25Mar2023 13:00:00,"22,263"
25Mar2023 14:00:00,"21,137"
25Mar2023 15:00:00,"20,429"
25Mar2023 16:00:00,"20,076"
25Mar2023 17:00:00,"20,701"
25Mar2023 18:00:00,"21,904"
25Mar2023 19:00:00,"24,451"
25Mar2023 20:00:00,"27,238"
25Mar2023 21:00:00,"29,536"
25Mar2023 22:00:00,"29,897"
25Mar2023 23:00:00,"29,645"
26Mar2023 0:00:00,"28,621"
26Mar2023 1:00:00,"27,583"
26Mar2023 2:00:00,"26,892"
26Mar2023 3:00:00,"26,101"
26Mar2023 4:00:00,"25,654"
26Mar2023 5:00:00,"25,383"
26Mar2023 6:00:00,"25,566"
26Mar2023 7:00:00,"26,153"
26Mar2023 8:00:00,"26,832"
26Mar2023 9:00:00,"26,912"
26Mar2023 10:00:00,"25,858"
26Mar2023 11:00:00,"24,509"
26Mar2023 12:00:00,"22,779"
26Mar2023 13:00:00,"21,203"
26Mar2023 14:00:00,"20,284"
26Mar2023 15:00:00,"20,020"
26Mar2023 16:00:00,"19,741"
26Mar2023 17:00:00,"20,509"
26Mar2023 18:00:00,"21,855"
26Mar2023 19:00:00,"24,227"
26Mar2023 20:00:00,"27,525"
26Mar2023 21:00:00,"30,112"
26Mar2023 22:00:00,"30,492"
26Mar2023 23:00:00,"29,872"
27Mar2023 0:00:00,"28,521"
27Mar2023 1:00:00,"27,017"
27Mar2023 2:00:00,"26,522"
27Mar2023 3:00:00,"25,973"
27Mar2023 4:00:00,"25,500"
27Mar2023 5:00:00,"25,707"
27Mar2023 6:00:00,"26,434"
27Mar2023 7:00:00,"28,451"
27Mar2023 8:00:00,"31,175"
27Mar2023 9:00:00,"32,170"
27Mar2023 10:00:00,"30,703"
27Mar2023 11:00:00,"28,852"
27Mar2023 12:00:00,"27,115"
27Mar2023 13:00:00,"25,602"
27Mar2023 14:00:00,"24,552"
27Mar2023 15:00:00,"23,800"
27Mar2023 16:00:00,"23,396"
27Mar2023 17:00:00,"23,751"
27Mar2023 18:00:00,"25,616"
27Mar2023 19:00:00,"28,974"
27Mar2023 20:00:00,"29,942"
27Mar2023 21:00:00,"31,820"
27Mar2023 22:00:00,"31,637"
27Mar2023 23:00:00,"30,632"
28Mar2023 0:00:00,"28,956"
28Mar2023 1:00:00,"27,441"
28Mar2023 2:00:00,"26,540"
28Mar2023 3:00:00,"25,628"
28Mar2023 4:00:00,"25,581"
28Mar2023 5:00:00,"25,157"
28Mar2023 6:00:00,"25,714"
28Mar2023 7:00:00,"27,582"
28Mar2023 8:00:00,"30,017"
28Mar2023 9:00:00,"31,170"
28Mar2023 10:00:00,"30,362"
28Mar2023 11:00:00,"29,853"
28Mar2023 12:00:00,"29,241"
28Mar2023 13:00:00,"29,161"
28Mar2023 14:00:00,"29,281"
28Mar2023 15:00:00,"28,722"
28Mar2023 16:00:00,"28,325"
28Mar2023 17:00:00,"28,593"
28Mar2023 18:00:00,"28,934"
28Mar2023 19:00:00,"29,763"
28Mar2023 20:00:00,"31,231"
28Mar2023 21:00:00,"32,637"
28Mar2023 22:00:00,"32,513"
28Mar2023 23:00:00,"31,373"
29Mar2023 0:00:00,"29,833"
29Mar2023 1:00:00,"28,068"
29Mar2023 2:00:00,"27,060"
29Mar2023 3:00:00,"26,475"
29Mar2023 4:00:00,"26,130"
29Mar2023 5:00:00,"25,806"
29Mar2023 6:00:00,"26,292"
29Mar2023 7:00:00,"27,949"
29Mar2023 8:00:00,"30,605"
29Mar2023 9:00:00,"31,912"
29Mar2023 10:00:00,"32,486"
29Mar2023 11:00:00,"31,961"
29Mar2023 12:00:00,"31,784"
29Mar2023 13:00:00,"31,154"
29Mar2023 14:00:00,"31,058"
29Mar2023 15:00:00,"30,656"
29Mar2023 16:00:00,"29,667"
29Mar2023 17:00:00,"28,576"
29Mar2023 18:00:00,"29,088"
29Mar2023 19:00:00,"30,128"
29Mar2023 20:00:00,"31,790"
29Mar2023 21:00:00,"33,585"
29Mar2023 22:00:00,"33,375"
29Mar2023 23:00:00,"32,247"
30Mar2023 0:00:00,"30,536"
30Mar2023 1:00:00,"29,224"
30Mar2023 2:00:00,"28,281"
30Mar2023 3:00:00,"27,402"
30Mar2023 4:00:00,"27,104"
30Mar2023 5:00:00,"26,936"
30Mar2023 6:00:00,"27,479"
30Mar2023 7:00:00,"29,030"
30Mar2023 8:00:00,"31,373"
30Mar2023 9:00:00,"32,469"
30Mar2023 10:00:00,"32,283"
30Mar2023 11:00:00,"30,999"
30Mar2023 12:00:00,"29,217"
30Mar2023 13:00:00,"28,518"
30Mar2023 14:00:00,"27,959"
30Mar2023 15:00:00,"26,948"
30Mar2023 16:00:00,"26,819"
30Mar2023 17:00:00,"26,728"
30Mar2023 18:00:00,"26,959"
30Mar2023 19:00:00,"28,285"
30Mar2023 20:00:00,"30,278"
30Mar2023 21:00:00,"32,506"
30Mar2023 22:00:00,"32,727"
30Mar2023 23:00:00,"32,134"
31Mar2023 0:00:00,"30,693"
31Mar2023 1:00:00,"28,921"
31Mar2023 2:00:00,"28,060"
31Mar2023 3:00:00,"27,215"
31Mar2023 4:00:00,"26,871"
31Mar2023 5:00:00,"27,131"
31Mar2023 6:00:00,"27,487"
31Mar2023 7:00:00,"29,097"
31Mar2023 8:00:00,"30,940"
31Mar2023 9:00:00,"31,591"
31Mar2023 10:00:00,"30,268"
31Mar2023 11:00:00,"28,508"
31Mar2023 12:00:00,"26,622"
31Mar2023 13:00:00,"25,070"
31Mar2023 14:00:00,"24,590"
31Mar2023 15:00:00,"24,019"
31Mar2023 16:00:00,"23,898"
31Mar2023 17:00:00,"24,253"
31Mar2023 18:00:00,"24,950"
31Mar2023 19:00:00,"27,210"
31Mar2023 20:00:00,"29,249"
31Mar2023 21:00:00,"31,137"
31Mar2023 22:00:00,"31,206"
31Mar2023 23:00:00,"30,517"
01Apr2023 0:00:00,"29,246"
01Apr2023 1:00:00,"27,736"
01Apr2023 2:00:00,"26,877"
01Apr2023 3:00:00,"26,257"
01Apr2023 4:00:00,"25,755"
01Apr2023 5:00:00,"25,369"
01Apr2023 6:00:00,"25,433"
01Apr2023 7:00:00,"26,172"
01Apr2023 8:00:00,"27,097"
01Apr2023 9:00:00,"27,207"
01Apr2023 10:00:00,"25,908"
01Apr2023 11:00:00,"24,216"
01Apr2023 12:00:00,"22,654"
01Apr2023 13:00:00,"21,408"
01Apr2023 14:00:00,"20,727"
01Apr2023 15:00:00,"20,382"
01Apr2023 16:00:00,"20,080"
01Apr2023 17:00:00,"20,547"
01Apr2023 18:00:00,"21,865"
01Apr2023 19:00:00,"24,449"
01Apr2023 20:00:00,"26,955"
01Apr2023 21:00:00,"29,048"
01Apr2023 22:00:00,"29,287"
01Apr2023 23:00:00,"28,801"
02Apr2023 0:00:00,"27,779"
02Apr2023 1:00:00,"26,346"
02Apr2023 2:00:00,"25,434"
02Apr2023 3:00:00,"24,747"
02Apr2023 4:00:00,"24,142"
02Apr2023 5:00:00,"23,894"
02Apr2023 6:00:00,"24,033"
02Apr2023 7:00:00,"24,487"
02Apr2023 8:00:00,"25,180"
02Apr2023 9:00:00,"25,673"
02Apr2023 10:00:00,"24,904"
02Apr2023 11:00:00,"23,547"
02Apr2023 12:00:00,"22,405"
02Apr2023 13:00:00,"20,749"
02Apr2023 14:00:00,"19,588"
02Apr2023 15:00:00,"19,364"
02Apr2023 16:00:00,"19,342"
02Apr2023 17:00:00,"20,387"
02Apr2023 18:00:00,"22,606"
02Apr2023 19:00:00,"24,996"
02Apr2023 20:00:00,"27,512"
02Apr2023 21:00:00,"29,646"
02Apr2023 22:00:00,"29,945"
02Apr2023 23:00:00,"29,198"
03Apr2023 0:00:00,"28,012"
03Apr2023 1:00:00,"26,505"
03Apr2023 2:00:00,"25,677"
03Apr2023 3:00:00,"25,245"
03Apr2023 4:00:00,"25,210"
03Apr2023 5:00:00,"25,296"
03Apr2023 6:00:00,"25,789"
03Apr2023 7:00:00,"27,084"
03Apr2023 8:00:00,"29,427"
03Apr2023 9:00:00,"30,598"
03Apr2023 10:00:00,"30,270"
03Apr2023 11:00:00,"29,534"
03Apr2023 12:00:00,"27,916"
03Apr2023 13:00:00,"26,652"
03Apr2023 14:00:00,"25,328"
03Apr2023 15:00:00,"24,968"
03Apr2023 16:00:00,"24,534"
03Apr2023 17:00:00,"24,415"
03Apr2023 18:00:00,"25,379"
03Apr2023 19:00:00,"27,135"
03Apr2023 20:00:00,"29,853"
03Apr2023 21:00:00,"32,567"
03Apr2023 22:00:00,"32,819"
03Apr2023 23:00:00,"31,958"
04Apr2023 0:00:00,"30,294"
04Apr2023 1:00:00,"28,613"
04Apr2023 2:00:00,"27,839"
04Apr2023 3:00:00,"27,202"
04Apr2023 4:00:00,"27,145"
04Apr2023 5:00:00,"26,791"
04Apr2023 6:00:00,"27,529"
04Apr2023 7:00:00,"29,230"
04Apr2023 8:00:00,"31,835"
04Apr2023 9:00:00,"32,250"
04Apr2023 10:00:00,"30,758"
04Apr2023 11:00:00,"28,803"
04Apr2023 12:00:00,"26,850"
04Apr2023 13:00:00,"25,819"
04Apr2023 14:00:00,"24,745"
04Apr2023 15:00:00,"24,222"
04Apr2023 16:00:00,"23,608"
04Apr2023 17:00:00,"23,216"
04Apr2023 18:00:00,"24,299"
04Apr2023 19:00:00,"26,824"
04Apr2023 20:00:00,"29,646"
04Apr2023 21:00:00,"32,108"
04Apr2023 22:00:00,"32,466"
04Apr2023 23:00:00,"31,616"
05Apr2023 0:00:00,"30,223"
05Apr2023 1:00:00,"28,589"
05Apr2023 2:00:00,"27,807"
05Apr2023 3:00:00,"27,470"
05Apr2023 4:00:00,"26,852"
05Apr2023 5:00:00,"26,843"
05Apr2023 6:00:00,"27,296"
05Apr2023 7:00:00,"28,972"
05Apr2023 8:00:00,"31,442"
05Apr2023 9:00:00,"31,837"
05Apr2023 10:00:00,"30,431"
05Apr2023 11:00:00,"28,783"
05Apr2023 12:00:00,"26,439"
05Apr2023 13:00:00,"25,280"
05Apr2023 14:00:00,"24,006"
05Apr2023 15:00:00,"23,679"
05Apr2023 16:00:00,"23,626"
05Apr2023 17:00:00,"23,703"
05Apr2023 18:00:00,"24,679"
05Apr2023 19:00:00,"26,465"
05Apr2023 20:00:00,"29,068"
05Apr2023 21:00:00,"31,249"
05Apr2023 22:00:00,"31,571"
05Apr2023 23:00:00,"30,678"
06Apr2023 0:00:00,"29,068"
06Apr2023 1:00:00,"27,671"
06Apr2023 2:00:00,"26,968"
06Apr2023 3:00:00,"26,266"
06Apr2023 4:00:00,"26,123"
06Apr2023 5:00:00,"25,992"
06Apr2023 6:00:00,"26,277"
06Apr2023 7:00:00,"27,981"
06Apr2023 8:00:00,"30,370"
06Apr2023 9:00:00,"30,844"
06Apr2023 10:00:00,"29,670"
06Apr2023 11:00:00,"27,759"
06Apr2023 12:00:00,"25,817"
06Apr2023 13:00:00,"24,532"
06Apr2023 14:00:00,"23,537"
06Apr2023 15:00:00,"23,659"
06Apr2023 16:00:00,"24,043"
06Apr2023 17:00:00,"24,623"
06Apr2023 18:00:00,"26,135"
06Apr2023 19:00:00,"27,772"
06Apr2023 20:00:00,"29,680"
06Apr2023 21:00:00,"31,169"
06Apr2023 22:00:00,"31,040"
06Apr2023 23:00:00,"30,118"
07Apr2023 0:00:00,"28,537"
07Apr2023 1:00:00,"27,079"
07Apr2023 2:00:00,"26,173"
07Apr2023 3:00:00,"25,373"
07Apr2023 4:00:00,"25,132"
07Apr2023 5:00:00,"25,172"
07Apr2023 6:00:00,"25,445"
07Apr2023 7:00:00,"26,501"
07Apr2023 8:00:00,"28,290"
07Apr2023 9:00:00,"29,384"
07Apr2023 10:00:00,"28,890"
07Apr2023 11:00:00,"28,201"
07Apr2023 12:00:00,"27,029"
07Apr2023 13:00:00,"26,097"
07Apr2023 14:00:00,"25,628"
07Apr2023 15:00:00,"25,523"
07Apr2023 16:00:00,"24,947"
07Apr2023 17:00:00,"24,820"
07Apr2023 18:00:00,"25,752"
07Apr2023 19:00:00,"26,853"
07Apr2023 20:00:00,"28,916"
07Apr2023 21:00:00,"30,598"
07Apr2023 22:00:00,"30,370"
07Apr2023 23:00:00,"29,610"
08Apr2023 0:00:00,"28,082"
08Apr2023 1:00:00,"26,748"
08Apr2023 2:00:00,"25,538"
08Apr2023 3:00:00,"24,618"
08Apr2023 4:00:00,"24,019"
08Apr2023 5:00:00,"23,721"
08Apr2023 6:00:00,"23,833"
08Apr2023 7:00:00,"24,431"
08Apr2023 8:00:00,"25,273"
08Apr2023 9:00:00,"25,199"
08Apr2023 10:00:00,"24,113"
08Apr2023 11:00:00,"23,034"
08Apr2023 12:00:00,"22,246"
08Apr2023 13:00:00,"21,068"
08Apr2023 14:00:00,"20,386"
08Apr2023 15:00:00,"20,299"
08Apr2023 16:00:00,"20,291"
08Apr2023 17:00:00,"20,953"
08Apr2023 18:00:00,"22,650"
08Apr2023 19:00:00,"24,393"
08Apr2023 20:00:00,"26,589"
08Apr2023 21:00:00,"28,667"
08Apr2023 22:00:00,"28,902"
08Apr2023 23:00:00,"28,207"
09Apr2023 0:00:00,"27,172"
09Apr2023 1:00:00,"25,921"
09Apr2023 2:00:00,"24,987"
09Apr2023 3:00:00,"24,004"
09Apr2023 4:00:00,"23,521"
09Apr2023 5:00:00,"23,421"
09Apr2023 6:00:00,"23,432"
09Apr2023 7:00:00,"23,792"
09Apr2023 8:00:00,"24,346"
09Apr2023 9:00:00,"24,220"
09Apr2023 10:00:00,"23,811"
09Apr2023 11:00:00,"22,225"
09Apr2023 12:00:00,"21,072"
09Apr2023 13:00:00,"20,068"
09Apr2023 14:00:00,"19,213"
09Apr2023 15:00:00,"19,010"
09Apr2023 16:00:00,"19,400"
09Apr2023 17:00:00,"20,325"
09Apr2023 18:00:00,"22,220"
09Apr2023 19:00:00,"24,474"
09Apr2023 20:00:00,"26,858"
09Apr2023 21:00:00,"28,675"
09Apr2023 22:00:00,"28,937"
09Apr2023 23:00:00,"28,273"
10Apr2023 0:00:00,"26,814"
10Apr2023 1:00:00,"25,168"
10Apr2023 2:00:00,"24,297"
10Apr2023 3:00:00,"23,680"
10Apr2023 4:00:00,"23,296"
10Apr2023 5:00:00,"23,153"
10Apr2023 6:00:00,"23,609"
10Apr2023 7:00:00,"25,090"
10Apr2023 8:00:00,"26,936"
10Apr2023 9:00:00,"27,576"
10Apr2023 10:00:00,"26,951"
10Apr2023 11:00:00,"26,042"
10Apr2023 12:00:00,"25,133"
10Apr2023 13:00:00,"24,586"
10Apr2023 14:00:00,"24,746"
10Apr2023 15:00:00,"25,049"
10Apr2023 16:00:00,"25,569"
10Apr2023 17:00:00,"25,586"
10Apr2023 18:00:00,"27,158"
10Apr2023 19:00:00,"28,762"
10Apr2023 20:00:00,"30,747"
10Apr2023 21:00:00,"32,229"
10Apr2023 22:00:00,"31,798"
10Apr2023 23:00:00,"30,529"
11Apr2023 0:00:00,"28,691"
11Apr2023 1:00:00,"27,174"
11Apr2023 2:00:00,"26,000"
11Apr2023 3:00:00,"25,101"
11Apr2023 4:00:00,"24,818"
11Apr2023 5:00:00,"24,746"
11Apr2023 6:00:00,"24,972"
11Apr2023 7:00:00,"25,973"
11Apr2023 8:00:00,"27,792"
11Apr2023 9:00:00,"28,719"
11Apr2023 10:00:00,"28,137"
11Apr2023 11:00:00,"27,205"
11Apr2023 12:00:00,"26,449"
11Apr2023 13:00:00,"25,359"
11Apr2023 14:00:00,"24,905"
11Apr2023 15:00:00,"24,722"
11Apr2023 16:00:00,"24,484"
11Apr2023 17:00:00,"24,438"
11Apr2023 18:00:00,"25,948"
11Apr2023 19:00:00,"27,682"
11Apr2023 20:00:00,"29,960"
11Apr2023 21:00:00,"31,436"
11Apr2023 22:00:00,"31,434"
11Apr2023 23:00:00,"30,261"
12Apr2023 0:00:00,"28,277"
12Apr2023 1:00:00,"26,669"
12Apr2023 2:00:00,"25,981"
12Apr2023 3:00:00,"25,722"
12Apr2023 4:00:00,"24,992"
12Apr2023 5:00:00,"24,889"
12Apr2023 6:00:00,"24,692"
12Apr2023 7:00:00,"26,033"
12Apr2023 8:00:00,"28,010"
12Apr2023 9:00:00,"29,172"
12Apr2023 10:00:00,"29,214"
12Apr2023 11:00:00,"28,014"
12Apr2023 12:00:00,"27,864"
12Apr2023 13:00:00,"27,122"
12Apr2023 14:00:00,"26,789"
12Apr2023 15:00:00,"26,502"
12Apr2023 16:00:00,"25,963"
12Apr2023 17:00:00,"25,862"
12Apr2023 18:00:00,"26,333"
12Apr2023 19:00:00,"27,582"
12Apr2023 20:00:00,"29,667"
12Apr2023 21:00:00,"31,054"
12Apr2023 22:00:00,"31,070"
12Apr2023 23:00:00,"30,086"
13Apr2023 0:00:00,"28,270"
13Apr2023 1:00:00,"26,702"
13Apr2023 2:00:00,"26,064"
13Apr2023 3:00:00,"25,482"
13Apr2023 4:00:00,"25,018"
13Apr2023 5:00:00,"24,688"
13Apr2023 6:00:00,"25,193"
13Apr2023 7:00:00,"26,512"
13Apr2023 8:00:00,"28,565"
13Apr2023 9:00:00,"29,657"
13Apr2023 10:00:00,"29,969"
13Apr2023 11:00:00,"28,801"
13Apr2023 12:00:00,"27,542"
13Apr2023 13:00:00,"26,988"
13Apr2023 14:00:00,"26,211"
13Apr2023 15:00:00,"25,993"
13Apr2023 16:00:00,"25,439"
13Apr2023 17:00:00,"26,087"
13Apr2023 18:00:00,"25,974"
13Apr2023 19:00:00,"27,255"
13Apr2023 20:00:00,"29,149"
13Apr2023 21:00:00,"30,991"
13Apr2023 22:00:00,"31,124"
13Apr2023 23:00:00,"30,262"
14Apr2023 0:00:00,"28,612"
14Apr2023 1:00:00,"27,027"
14Apr2023 2:00:00,"26,120"
14Apr2023 3:00:00,"25,469"
14Apr2023 4:00:00,"25,046"
14Apr2023 5:00:00,"24,976"
14Apr2023 6:00:00,"25,289"
14Apr2023 7:00:00,"26,668"
14Apr2023 8:00:00,"28,626"
14Apr2023 9:00:00,"29,792"
14Apr2023 10:00:00,"29,588"
14Apr2023 11:00:00,"28,380"
14Apr2023 12:00:00,"26,731"
14Apr2023 13:00:00,"25,680"
14Apr2023 14:00:00,"25,172"
14Apr2023 15:00:00,"24,988"
14Apr2023 16:00:00,"24,849"
14Apr2023 17:00:00,"24,502"
14Apr2023 18:00:00,"25,071"
14Apr2023 19:00:00,"26,058"
14Apr2023 20:00:00,"27,851"
14Apr2023 21:00:00,"29,793"
14Apr2023 22:00:00,"30,113"
14Apr2023 23:00:00,"29,386"
15Apr2023 0:00:00,"28,055"
15Apr2023 1:00:00,"26,788"
15Apr2023 2:00:00,"25,988"
15Apr2023 3:00:00,"25,101"
15Apr2023 4:00:00,"24,411"
15Apr2023 5:00:00,"24,104"
15Apr2023 6:00:00,"24,053"
15Apr2023 7:00:00,"24,744"
15Apr2023 8:00:00,"25,482"
15Apr2023 9:00:00,"25,315"
15Apr2023 10:00:00,"24,464"
15Apr2023 11:00:00,"23,094"
15Apr2023 12:00:00,"21,806"
15Apr2023 13:00:00,"20,669"
15Apr2023 14:00:00,"19,919"
15Apr2023 15:00:00,"19,947"
15Apr2023 16:00:00,"19,900"
15Apr2023 17:00:00,"20,525"
15Apr2023 18:00:00,"22,037"
15Apr2023 19:00:00,"24,094"
15Apr2023 20:00:00,"26,476"
15Apr2023 21:00:00,"28,358"
15Apr2023 22:00:00,"28,780"
15Apr2023 23:00:00,"28,221"
16Apr2023 0:00:00,"27,145"
16Apr2023 1:00:00,"25,869"
16Apr2023 2:00:00,"24,879"
16Apr2023 3:00:00,"24,150"
16Apr2023 4:00:00,"23,472"
16Apr2023 5:00:00,"23,127"
16Apr2023 6:00:00,"22,927"
16Apr2023 7:00:00,"23,224"
16Apr2023 8:00:00,"23,788"
16Apr2023 9:00:00,"23,754"
16Apr2023 10:00:00,"23,767"
16Apr2023 11:00:00,"22,716"
16Apr2023 12:00:00,"21,995"
16Apr2023 13:00:00,"21,288"
16Apr2023 14:00:00,"20,719"
16Apr2023 15:00:00,"20,792"
16Apr2023 16:00:00,"21,012"
16Apr2023 17:00:00,"21,066"
16Apr2023 18:00:00,"22,284"
16Apr2023 19:00:00,"24,357"
16Apr2023 20:00:00,"26,710"
16Apr2023 21:00:00,"28,836"
16Apr2023 22:00:00,"29,254"
16Apr2023 23:00:00,"28,385"
17Apr2023 0:00:00,"26,984"
17Apr2023 1:00:00,"25,343"
17Apr2023 2:00:00,"24,591"
17Apr2023 3:00:00,"24,119"
17Apr2023 4:00:00,"23,701"
